Time (s),LD-X (mm)
0.6645,-0.1237
0.6650,0.0858
0.6655,0.2950
0.6660,0.5031
0.6665,0.7093
0.6670,0.9133
0.6675,1.1147
0.6680,1.3131
0.6685,1.5080
0.6690,1.6988
0.6695,1.8848
0.6700,2.0654
0.6705,2.2403
0.6710,2.4095
0.6715,2.5726
0.6720,2.7289
0.6725,2.8777
0.6730,3.0182
0.6735,3.1499
0.6740,3.2724
0.6745,3.3853
0.6750,3.4884
0.6755,3.5817
0.6760,3.6652
0.6765,3.7393
0.6770,3.8038
0.6775,3.8587
0.6780,3.9039
0.6785,3.9396
0.6790,3.9657
0.6795,3.9822
0.6800,3.9889
0.6805,3.9855
0.6810,3.9721
0.6815,3.9490
0.6820,3.9165
0.6825,3.8745
0.6830,3.8230
0.6835,3.7623
0.6840,3.6928
0.6845,3.6155
0.6850,3.5307
0.6855,3.4385
0.6860,3.3385
0.6865,3.2308
0.6870,3.1155
0.6875,2.9931
0.6880,2.8639
0.6885,2.7282
0.6890,2.5866
0.6895,2.4397
0.6900,2.2884
0.6905,2.1329
0.6910,1.9738
0.6915,1.8111
0.6920,1.6448
0.6925,1.4746
0.6930,1.3004
0.6935,1.1226
0.6940,0.9418
0.6945,0.7589
0.6950,0.5742
0.6955,0.3882
0.6960,0.2013
0.6965,0.0140
0.6970,-0.1731
0.6975,-0.3595
0.6980,-0.5447
0.6985,-0.7284
0.6990,-0.9104
0.6995,-1.0905
0.7000,-1.2683
0.7005,-1.4436
0.7010,-1.6161
0.7015,-1.7858
0.7020,-1.9526
0.7025,-2.1162
0.7030,-2.2759
0.7035,-2.4310
0.7040,-2.5811
0.7045,-2.7259
0.7050,-2.8649
0.7055,-2.9976
0.7060,-3.1235
0.7065,-3.2421
0.7070,-3.3532
0.7075,-3.4566
0.7080,-3.5520
0.7085,-3.6396
0.7090,-3.7189
0.7095,-3.7898
0.7100,-3.8519
0.7105,-3.9051
0.7110,-3.9492
0.7115,-3.9839
0.7120,-4.0088
0.7125,-4.0234
0.7130,-4.0276
0.7135,-4.0213
0.7140,-4.0044
0.7145,-3.9768
0.7150,-3.9388
0.7155,-3.8902
0.7160,-3.8312
0.7165,-3.7621
0.7170,-3.6831
0.7175,-3.5949
0.7180,-3.4978
0.7185,-3.3919
0.7190,-3.2767
0.7195,-3.1521
0.7200,-3.0185
0.7205,-2.8767
0.7210,-2.7271
0.7215,-2.5700
0.7220,-2.4056
0.7225,-2.2343
0.7230,-2.0570
0.7235,-1.8745
0.7240,-1.6874
0.7245,-1.4961
0.7250,-1.3006
0.7255,-1.1010
0.7260,-0.8979
0.7265,-0.6924
0.7270,-0.4852
0.7275,-0.2768
0.7280,-0.0680
0.7285,0.1409
0.7290,0.3494
0.7295,0.5566
0.7300,0.7622
0.7305,0.9658
0.7310,1.1668
0.7315,1.3646
0.7320,1.5585
0.7325,1.7480
0.7330,1.9326
0.7335,2.1119
0.7340,2.2858
0.7345,2.4537
0.7350,2.6154
0.7355,2.7702
0.7360,2.9176
0.7365,3.0568
0.7370,3.1870
0.7375,3.3076
0.7380,3.4183
0.7385,3.5192
0.7390,3.6102
0.7395,3.6915
0.7400,3.7631
0.7405,3.8252
0.7410,3.8778
0.7415,3.9211
0.7420,3.9549
0.7425,3.9790
0.7430,3.9933
0.7435,3.9977
0.7440,3.9921
0.7445,3.9764
0.7450,3.9506
0.7455,3.9149
0.7460,3.8697
0.7465,3.8155
0.7470,3.7526
0.7475,3.6815
0.7480,3.6026
0.7485,3.5157
0.7490,3.4212
0.7495,3.3190
0.7500,3.2094
0.7505,3.0923
0.7510,2.9681
0.7515,2.8371
0.7520,2.6997
0.7525,2.5566
0.7530,2.4085
0.7535,2.2558
0.7540,2.0990
0.7545,1.9383
0.7550,1.7741
0.7555,1.6063
0.7560,1.4349
0.7565,1.2602
0.7570,1.0823
0.7575,0.9016
0.7580,0.7182
0.7585,0.5328
0.7590,0.3459
0.7595,0.1584
0.7600,-0.0291
0.7605,-0.2160
0.7610,-0.4019
0.7615,-0.5866
0.7620,-0.7697
0.7625,-0.9510
0.7630,-1.1305
0.7635,-1.3080
0.7640,-1.4833
0.7645,-1.6559
0.7650,-1.8258
0.7655,-1.9925
0.7660,-2.1557
0.7665,-2.3149
0.7670,-2.4695
0.7675,-2.6189
0.7680,-2.7626
0.7685,-2.9000
0.7690,-3.0304
0.7695,-3.1538
0.7700,-3.2700
0.7705,-3.3787
0.7710,-3.4798
0.7715,-3.5730
0.7720,-3.6582
0.7725,-3.7353
0.7730,-3.8040
0.7735,-3.8638
0.7740,-3.9144
0.7745,-3.9557
0.7750,-3.9876
0.7755,-4.0099
0.7760,-4.0222
0.7765,-4.0242
0.7770,-4.0153
0.7775,-3.9955
0.7780,-3.9650
0.7785,-3.9240
0.7790,-3.8728
0.7795,-3.8115
0.7800,-3.7404
0.7805,-3.6599
0.7810,-3.5701
0.7815,-3.4712
0.7820,-3.3632
0.7825,-3.2459
0.7830,-3.1194
0.7835,-2.9843
0.7840,-2.8412
0.7845,-2.6906
0.7850,-2.5327
0.7855,-2.3679
0.7860,-2.1965
0.7865,-2.0189
0.7870,-1.8356
0.7875,-1.6474
0.7880,-1.4547
0.7885,-1.2578
0.7890,-1.0571
0.7895,-0.8531
0.7900,-0.6465
0.7905,-0.4381
0.7910,-0.2288
0.7915,-0.0191
0.7920,0.1906
0.7925,0.3996
0.7930,0.6071
0.7935,0.8123
0.7940,1.0148
0.7945,1.2143
0.7950,1.4105
0.7955,1.6028
0.7960,1.7909
0.7965,1.9740
0.7970,2.1519
0.7975,2.3243
0.7980,2.4909
0.7985,2.6510
0.7990,2.8037
0.7995,2.9483
0.8000,3.0842
0.8005,3.2110
0.8010,3.3286
0.8015,3.4366
0.8020,3.5349
0.8025,3.6237
0.8030,3.7032
0.8035,3.7732
0.8040,3.8336
0.8045,3.8842
0.8050,3.9247
0.8055,3.9554
0.8060,3.9763
0.8065,3.9874
0.8070,3.9887
0.8075,3.9802
0.8080,3.9621
0.8085,3.9342
0.8090,3.8968
0.8095,3.8497
0.8100,3.7932
0.8105,3.7279
0.8110,3.6546
0.8115,3.5739
0.8120,3.4859
0.8125,3.3901
0.8130,3.2865
0.8135,3.1752
0.8140,3.0567
0.8145,2.9310
0.8150,2.7984
0.8155,2.6593
0.8160,2.5146
0.8165,2.3651
0.8170,2.2113
0.8175,2.0535
0.8180,1.8920
0.8185,1.7271
0.8190,1.5588
0.8195,1.3869
0.8200,1.2114
0.8205,1.0328
0.8210,0.8514
0.8215,0.6675
0.8220,0.4817
0.8225,0.2947
0.8230,0.1072
0.8235,-0.0800
0.8240,-0.2665
0.8245,-0.4518
0.8250,-0.6359
0.8255,-0.8187
0.8260,-0.9999
0.8265,-1.1792
0.8270,-1.3562
0.8275,-1.5303
0.8280,-1.7016
0.8285,-1.8698
0.8290,-2.0349
0.8295,-2.1963
0.8300,-2.3535
0.8305,-2.5063
0.8310,-2.6542
0.8315,-2.7968
0.8320,-2.9334
0.8325,-3.0631
0.8330,-3.1855
0.8335,-3.3004
0.8340,-3.4077
0.8345,-3.5071
0.8350,-3.5985
0.8355,-3.6818
0.8360,-3.7567
0.8365,-3.8228
0.8370,-3.8802
0.8375,-3.9287
0.8380,-3.9682
0.8385,-3.9982
0.8390,-4.0181
0.8395,-4.0275
0.8400,-4.0263
0.8405,-4.0144
0.8410,-3.9916
0.8415,-3.9582
0.8420,-3.9142
0.8425,-3.8599
0.8430,-3.7958
0.8435,-3.7218
0.8440,-3.6382
0.8445,-3.5453
0.8450,-3.4434
0.8455,-3.3325
0.8460,-3.2123
0.8465,-3.0832
0.8470,-2.9455
0.8475,-2.8000
0.8480,-2.6467
0.8485,-2.4857
0.8490,-2.3174
0.8495,-2.1424
0.8500,-1.9618
0.8505,-1.7762
0.8510,-1.5864
0.8515,-1.3926
0.8520,-1.1950
0.8525,-0.9939
0.8530,-0.7900
0.8535,-0.5841
0.8540,-0.3766
0.8545,-0.1679
0.8550,0.0414
0.8555,0.2505
0.8560,0.4587
0.8565,0.6651
0.8570,0.8692
0.8575,1.0709
0.8580,1.2699
0.8585,1.4656
0.8590,1.6575
0.8595,1.8449
0.8600,2.0274
0.8605,2.2043
0.8610,2.3752
0.8615,2.5397
0.8620,2.6974
0.8625,2.8477
0.8630,2.9900
0.8635,3.1238
0.8640,3.2486
0.8645,3.3641
0.8650,3.4701
0.8655,3.5662
0.8660,3.6522
0.8665,3.7282
0.8670,3.7944
0.8675,3.8511
0.8680,3.8987
0.8685,3.9370
0.8690,3.9659
0.8695,3.9850
0.8700,3.9942
0.8705,3.9936
0.8710,3.9830
0.8715,3.9625
0.8720,3.9318
0.8725,3.8914
0.8730,3.8416
0.8735,3.7830
0.8740,3.7159
0.8745,3.6409
0.8750,3.5582
0.8755,3.4676
0.8760,3.3693
0.8765,3.2633
0.8770,3.1497
0.8775,3.0285
0.8780,2.9003
0.8785,2.7656
0.8790,2.6249
0.8795,2.4790
0.8800,2.3285
0.8805,2.1741
0.8810,2.0159
0.8815,1.8540
0.8820,1.6883
0.8825,1.5187
0.8830,1.3453
0.8835,1.1685
0.8840,0.9888
0.8845,0.8067
0.8850,0.6224
0.8855,0.4364
0.8860,0.2491
0.8865,0.0612
0.8870,-0.1265
0.8875,-0.3135
0.8880,-0.4991
0.8885,-0.6831
0.8890,-0.8652
0.8895,-1.0455
0.8900,-1.2241
0.8905,-1.4006
0.8910,-1.5747
0.8915,-1.7462
0.8920,-1.9146
0.8925,-2.0799
0.8930,-2.2414
0.8935,-2.3985
0.8940,-2.5504
0.8945,-2.6965
0.8950,-2.8366
0.8955,-2.9703
0.8960,-3.0973
0.8965,-3.2171
0.8970,-3.3291
0.8975,-3.4333
0.8980,-3.5296
0.8985,-3.6183
0.8990,-3.6994
0.8995,-3.7725
0.9000,-3.8370
0.9005,-3.8923
0.9010,-3.9382
0.9015,-3.9745
0.9020,-4.0011
0.9025,-4.0177
0.9030,-4.0241
0.9035,-4.0200
0.9040,-4.0055
0.9045,-3.9806
0.9050,-3.9454
0.9055,-3.8998
0.9060,-3.8437
0.9065,-3.7773
0.9070,-3.7012
0.9075,-3.6158
0.9080,-3.5213
0.9085,-3.4177
0.9090,-3.3048
0.9095,-3.1827
0.9100,-3.0516
0.9105,-2.9122
0.9110,-2.7651
0.9115,-2.6104
0.9120,-2.4484
0.9125,-2.2797
0.9130,-2.1049
0.9135,-1.9248
0.9140,-1.7400
0.9145,-1.5506
0.9150,-1.3566
0.9155,-1.1582
0.9160,-0.9557
0.9165,-0.7500
0.9170,-0.5421
0.9175,-0.3329
0.9180,-0.1231
0.9185,0.0868
0.9190,0.2963
0.9195,0.5047
0.9200,0.7110
0.9205,0.9148
0.9210,1.1158
0.9215,1.3138
0.9220,1.5082
0.9225,1.6985
0.9230,1.8839
0.9235,2.0639
0.9240,2.2384
0.9245,2.4074
0.9250,2.5707
0.9255,2.7274
0.9260,2.8764
0.9265,3.0170
0.9270,3.1486
0.9275,3.2709
0.9280,3.3839
0.9285,3.4874
0.9290,3.5810
0.9295,3.6649
0.9300,3.7390
0.9305,3.8037
0.9310,3.8588
0.9315,3.9044
0.9320,3.9401
0.9325,3.9660
0.9330,3.9818
0.9335,3.9878
0.9340,3.9841
0.9345,3.9707
0.9350,3.9477
0.9355,3.9148
0.9360,3.8723
0.9365,3.8202
0.9370,3.7590
0.9375,3.6895
0.9380,3.6122
0.9385,3.5273
0.9390,3.4347
0.9395,3.3345
0.9400,3.2267
0.9405,3.1119
0.9410,2.9902
0.9415,2.8615
0.9420,2.7259
0.9425,2.5840
0.9430,2.4367
0.9435,2.2849
0.9440,2.1290
0.9445,1.9692
0.9450,1.8059
0.9455,1.6392
0.9460,1.4690
0.9465,1.2953
0.9470,1.1183
0.9475,0.9382
0.9480,0.7552
0.9485,0.5699
0.9490,0.3831
0.9495,0.1957
0.9500,0.0084
0.9505,-0.1783
0.9510,-0.3641
0.9515,-0.5489
0.9520,-0.7324
0.9525,-0.9144
0.9530,-1.0945
0.9535,-1.2725
0.9540,-1.4480
0.9545,-1.6206
0.9550,-1.7903
0.9555,-1.9568
0.9560,-2.1198
0.9565,-2.2792
0.9570,-2.4344
0.9575,-2.5850
0.9580,-2.7303
0.9585,-2.8699
0.9590,-3.0029
0.9595,-3.1290
0.9600,-3.2476
0.9605,-3.3585
0.9610,-3.4615
0.9615,-3.5564
0.9620,-3.6434
0.9625,-3.7223
0.9630,-3.7929
0.9635,-3.8546
0.9640,-3.9073
0.9645,-3.9508
0.9650,-3.9849
0.9655,-4.0095
0.9660,-4.0240
0.9665,-4.0281
0.9670,-4.0214
0.9675,-4.0040
0.9680,-3.9759
0.9685,-3.9374
0.9690,-3.8884
0.9695,-3.8291
0.9700,-3.7595
0.9705,-3.6801
0.9710,-3.5916
0.9715,-3.4941
0.9720,-3.3877
0.9725,-3.2723
0.9730,-3.1475
0.9735,-3.0138
0.9740,-2.8718
0.9745,-2.7221
0.9750,-2.5648
0.9755,-2.4002
0.9760,-2.2288
0.9765,-2.0512
0.9770,-1.8683
0.9775,-1.6808
0.9780,-1.4890
0.9785,-1.2930
0.9790,-1.0931
0.9795,-0.8901
0.9800,-0.6847
0.9805,-0.4776
0.9810,-0.2692
0.9815,-0.0603
0.9820,0.1489
0.9825,0.3577
0.9830,0.5651
0.9835,0.7703
0.9840,0.9730
0.9845,1.1729
0.9850,1.3695
0.9855,1.5627
0.9860,1.7518
0.9865,1.9365
0.9870,2.1160
0.9875,2.2901
0.9880,2.4582
0.9885,2.6199
0.9890,2.7743
0.9895,2.9206
0.9900,3.0584
0.9905,3.1874
0.9910,3.3074
0.9915,3.4183
0.9920,3.5197
0.9925,3.6114
0.9930,3.6930
0.9935,3.7647
0.9940,3.8267
0.9945,3.8791
0.9950,3.9220
0.9955,3.9555
0.9960,3.9792
0.9965,3.9931
0.9970,3.9970
0.9975,3.9910
0.9980,3.9750
0.9985,3.9491
0.9990,3.9135
0.9995,3.8686
1.0000,3.8146
1.0005,3.7520
1.0010,3.6813
1.0015,3.6027
1.0020,3.5163
1.0025,3.4221
1.0030,3.3201
1.0035,3.2103
1.0040,3.0931
1.0045,2.9687
1.0050,2.8374
1.0055,2.6994
1.0060,2.5555
1.0065,2.4064
1.0070,2.2532
1.0075,2.0963
1.0080,1.9358
1.0085,1.7718
1.0090,1.6041
1.0095,1.4327
1.0100,1.2576
1.0105,1.0792
1.0110,0.8982
1.0115,0.7149
1.0120,0.5299
1.0125,0.3435
1.0130,0.1565
1.0135,-0.0307
1.0140,-0.2176
1.0145,-0.4038
1.0150,-0.5889
1.0155,-0.7723
1.0160,-0.9538
1.0165,-1.1334
1.0170,-1.3110
1.0175,-1.4864
1.0180,-1.6593
1.0185,-1.8293
1.0190,-1.9961
1.0195,-2.1593
1.0200,-2.3181
1.0205,-2.4721
1.0210,-2.6206
1.0215,-2.7633
1.0220,-2.8996
1.0225,-3.0295
1.0230,-3.1525
1.0235,-3.2685
1.0240,-3.3769
1.0245,-3.4774
1.0250,-3.5699
1.0255,-3.6545
1.0260,-3.7312
1.0265,-3.7997
1.0270,-3.8594
1.0275,-3.9100
1.0280,-3.9513
1.0285,-3.9832
1.0290,-4.0054
1.0295,-4.0175
1.0300,-4.0191
1.0305,-4.0102
1.0310,-3.9908
1.0315,-3.9609
1.0320,-3.9206
1.0325,-3.8699
1.0330,-3.8089
1.0335,-3.7378
1.0340,-3.6571
1.0345,-3.5672
1.0350,-3.4685
1.0355,-3.3609
1.0360,-3.2441
1.0365,-3.1183
1.0370,-2.9838
1.0375,-2.8411
1.0380,-2.6906
1.0385,-2.5323
1.0390,-2.3669
1.0395,-2.1951
1.0400,-2.0175
1.0405,-1.8348
1.0410,-1.6474
1.0415,-1.4556
1.0420,-1.2594
1.0425,-1.0590
1.0430,-0.8552
1.0435,-0.6486
1.0440,-0.4403
1.0445,-0.2310
1.0450,-0.0215
1.0455,0.1877
1.0460,0.3962
1.0465,0.6031
1.0470,0.8081
1.0475,1.0109
1.0480,1.2110
1.0485,1.4079
1.0490,1.6010
1.0495,1.7896
1.0500,1.9729
1.0505,2.1508
1.0510,2.3231
1.0515,2.4897
1.0520,2.6499
1.0525,2.8028
1.0530,2.9477
1.0535,3.0842
1.0540,3.2119
1.0545,3.3305
1.0550,3.4394
1.0555,3.5382
1.0560,3.6266
1.0565,3.7051
1.0570,3.7742
1.0575,3.8339
1.0580,3.8843
1.0585,3.9251
1.0590,3.9564
1.0595,3.9780
1.0600,3.9898
1.0605,3.9918
1.0610,3.9838
1.0615,3.9655
1.0620,3.9372
1.0625,3.8991
1.0630,3.8516
1.0635,3.7951
1.0640,3.7300
1.0645,3.6566
1.0650,3.5753
1.0655,3.4860
1.0660,3.3890
1.0665,3.2843
1.0670,3.1724
1.0675,3.0536
1.0680,2.9280
1.0685,2.7956
1.0690,2.6567
1.0695,2.5121
1.0700,2.3624
1.0705,2.2084
1.0710,2.0504
1.0715,1.8886
1.0720,1.7232
1.0725,1.5542
1.0730,1.3817
1.0735,1.2059
1.0740,1.0272
1.0745,0.8457
1.0750,0.6618
1.0755,0.4761
1.0760,0.2890
1.0765,0.1016
1.0770,-0.0857
1.0775,-0.2723
1.0780,-0.4581
1.0785,-0.6427
1.0790,-0.8258
1.0795,-1.0071
1.0800,-1.1862
1.0805,-1.3630
1.0810,-1.5370
1.0815,-1.7082
1.0820,-1.8765
1.0825,-2.0416
1.0830,-2.2031
1.0835,-2.3602
1.0840,-2.5127
1.0845,-2.6603
1.0850,-2.8024
1.0855,-2.9383
1.0860,-3.0673
1.0865,-3.1890
1.0870,-3.3034
1.0875,-3.4101
1.0880,-3.5092
1.0885,-3.6005
1.0890,-3.6837
1.0895,-3.7585
1.0900,-3.8248
1.0905,-3.8822
1.0910,-3.9302
1.0915,-3.9686
1.0920,-3.9972
1.0925,-4.0161
1.0930,-4.0251
1.0935,-4.0241
1.0940,-4.0125
1.0945,-3.9901
1.0950,-3.9567
1.0955,-3.9127
1.0960,-3.8582
1.0965,-3.7935
1.0970,-3.7193
1.0975,-3.6358
1.0980,-3.5429
1.0985,-3.4410
1.0990,-3.3300
1.0995,-3.2098
1.1000,-3.0807
1.1005,-2.9430
1.1010,-2.7973
1.1015,-2.6438
1.1020,-2.4831
1.1025,-2.3156
1.1030,-2.1420
1.1035,-1.9626
1.1040,-1.7781
1.1045,-1.5889
1.1050,-1.3952
1.1055,-1.1974
1.1060,-0.9961
1.1065,-0.7921
1.1070,-0.5860
1.1075,-0.3786
1.1080,-0.1704
1.1085,0.0384
1.1090,0.2472
1.1095,0.4551
1.1100,0.6613
1.1105,0.8651
1.1110,1.0661
1.1115,1.2642
1.1120,1.4588
1.1125,1.6497
1.1130,1.8363
1.1135,2.0180
1.1140,2.1945
1.1145,2.3657
1.1150,2.5311
1.1155,2.6897
1.1160,2.8406
1.1165,2.9831
1.1170,3.1167
1.1175,3.2413
1.1180,3.3568
1.1185,3.4630
1.1190,3.5596
1.1195,3.6464
1.1200,3.7235
1.1205,3.7910
1.1210,3.8490
1.1215,3.8974
1.1220,3.9362
1.1225,3.9651
1.1230,3.9841
1.1235,3.9933
1.1240,3.9926
1.1245,3.9822
1.1250,3.9618
1.1255,3.9315
1.1260,3.8916
1.1265,3.8425
1.1270,3.7844
1.1275,3.7180
1.1280,3.6436
1.1285,3.5614
1.1290,3.4714
1.1295,3.3735
1.1300,3.2680
1.1305,3.1549
1.1310,3.0345
1.1315,2.9069
1.1320,2.7724
1.1325,2.6315
1.1330,2.4851
1.1335,2.3340
1.1340,2.1787
1.1345,2.0194
1.1350,1.8564
1.1355,1.6900
1.1360,1.5201
1.1365,1.3468
1.1370,1.1702
1.1375,0.9906
1.1380,0.8082
1.1385,0.6235
1.1390,0.4369
1.1395,0.2495
1.1400,0.0620
1.1405,-0.1252
1.1410,-0.3119
1.1415,-0.4978
1.1420,-0.6823
1.1425,-0.8650
1.1430,-1.0458
1.1435,-1.2247
1.1440,-1.4014
1.1445,-1.5758
1.1450,-1.7474
1.1455,-1.9158
1.1460,-2.0804
1.1465,-2.2410
1.1470,-2.3971
1.1475,-2.5483
1.1480,-2.6940
1.1485,-2.8339
1.1490,-2.9673
1.1495,-3.0937
1.1500,-3.2131
1.1505,-3.3252
1.1510,-3.4297
1.1515,-3.5265
1.1520,-3.6152
1.1525,-3.6959
1.1530,-3.7682
1.1535,-3.8320
1.1540,-3.8869
1.1545,-3.9330
1.1550,-3.9697
1.1555,-3.9966
1.1560,-4.0132
1.1565,-4.0195
1.1570,-4.0155
1.1575,-4.0010
1.1580,-3.9760
1.1585,-3.9404
1.1590,-3.8943
1.1595,-3.8380
1.1600,-3.7719
1.1605,-3.6962
1.1610,-3.6111
1.1615,-3.5169
1.1620,-3.4137
1.1625,-3.3016
1.1630,-3.1807
1.1635,-3.0511
1.1640,-2.9129
1.1645,-2.7664
1.1650,-2.6117
1.1655,-2.4492
1.1660,-2.2797
1.1665,-2.1041
1.1670,-1.9231
1.1675,-1.7374
1.1680,-1.5473
1.1685,-1.3530
1.1690,-1.1547
1.1695,-0.9530
1.1700,-0.7484
1.1705,-0.5416
1.1710,-0.3334
1.1715,-0.1243
1.1720,0.0849
1.1725,0.2937
1.1730,0.5015
1.1735,0.7077
1.1740,0.9117
1.1745,1.1132
1.1750,1.3118
1.1755,1.5070
1.1760,1.6981
1.1765,1.8844
1.1770,2.0656
1.1775,2.2412
1.1780,2.4111
1.1785,2.5747
1.1790,2.7313
1.1795,2.8801
1.1800,3.0204
1.1805,3.1520
1.1810,3.2746
1.1815,3.3879
1.1820,3.4916
1.1825,3.5855
1.1830,3.6695
1.1835,3.7437
1.1840,3.8084
1.1845,3.8636
1.1850,3.9093
1.1855,3.9453
1.1860,3.9715
1.1865,3.9879
1.1870,3.9947
1.1875,3.9918
1.1880,3.9789
1.1885,3.9558
1.1890,3.9225
1.1895,3.8796
1.1900,3.8276
1.1905,3.7668
1.1910,3.6978
1.1915,3.6205
1.1920,3.5352
1.1925,3.4421
1.1930,3.3412
1.1935,3.2330
1.1940,3.1175
1.1945,2.9950
1.1950,2.8654
1.1955,2.7291
1.1960,2.5867
1.1965,2.4393
1.1970,2.2877
1.1975,2.1322
1.1980,1.9729
1.1985,1.8097
1.1990,1.6427
1.1995,1.4720
1.2000,1.2977
1.2005,1.1200
1.2010,0.9391
1.2015,0.7556
1.2020,0.5703
1.2025,0.3838
1.2030,0.1968
1.2035,0.0097
1.2040,-0.1773
1.2045,-0.3640
1.2050,-0.5499
1.2055,-0.7342
1.2060,-0.9165
1.2065,-1.0966
1.2070,-1.2743
1.2075,-1.4497
1.2080,-1.6224
1.2085,-1.7924
1.2090,-1.9593
1.2095,-2.1228
1.2100,-2.2823
1.2105,-2.4376
1.2110,-2.5881
1.2115,-2.7335
1.2120,-2.8729
1.2125,-3.0057
1.2130,-3.1315
1.2135,-3.2499
1.2140,-3.3604
1.2145,-3.4629
1.2150,-3.5573
1.2155,-3.6436
1.2160,-3.7218
1.2165,-3.7919
1.2170,-3.8535
1.2175,-3.9064
1.2180,-3.9501
1.2185,-3.9842
1.2190,-4.0085
1.2195,-4.0225
1.2200,-4.0261
1.2205,-4.0193
1.2210,-4.0019
1.2215,-3.9739
1.2220,-3.9355
1.2225,-3.8864
1.2230,-3.8268
1.2235,-3.7571
1.2240,-3.6779
1.2245,-3.5895
1.2250,-3.4921
1.2255,-3.3857
1.2260,-3.2701
1.2265,-3.1452
1.2270,-3.0116
1.2275,-2.8697
1.2280,-2.7197
1.2285,-2.5622
1.2290,-2.3977
1.2295,-2.2269
1.2300,-2.0505
1.2305,-1.8691
1.2310,-1.6830
1.2315,-1.4925
1.2320,-1.2974
1.2325,-1.0983
1.2330,-0.8957
1.2335,-0.6904
1.2340,-0.4834
1.2345,-0.2753
1.2350,-0.0667
1.2355,0.1421
1.2360,0.3502
1.2365,0.5570
1.2370,0.7616
1.2375,0.9637
1.2380,1.1630
1.2385,1.3590
1.2390,1.5515
1.2395,1.7398
1.2400,1.9234
1.2405,2.1019
1.2410,2.2753
1.2415,2.4432
1.2420,2.6051
1.2425,2.7600
1.2430,2.9072
1.2435,3.0458
1.2440,3.1755
1.2445,3.2959
1.2450,3.4067
1.2455,3.5078
1.2460,3.5989
1.2465,3.6801
1.2470,3.7518
1.2475,3.8143
1.2480,3.8676
1.2485,3.9114
1.2490,3.9456
1.2495,3.9699
1.2500,3.9843
1.2505,3.9889
1.2510,3.9836
1.2515,3.9684
1.2520,3.9431
1.2525,3.9080
1.2530,3.8636
1.2535,3.8103
1.2540,3.7485
1.2545,3.6785
1.2550,3.6003
1.2555,3.5139
1.2560,3.4195
1.2565,3.3174
1.2570,3.2081
1.2575,3.0914
1.2580,2.9675
1.2585,2.8362
1.2590,2.6982
1.2595,2.5545
1.2600,2.4061
1.2605,2.2534
1.2610,2.0966
1.2615,1.9358
1.2620,1.7713
1.2625,1.6034
1.2630,1.4322
1.2635,1.2577
1.2640,1.0798
1.2645,0.8987
1.2650,0.7147
1.2655,0.5283
1.2660,0.3408
1.2665,0.1528
1.2670,-0.0349
1.2675,-0.2222
1.2680,-0.4087
1.2685,-0.5941
1.2690,-0.7778
1.2695,-0.9596
1.2700,-1.1394
1.2705,-1.3173
1.2710,-1.4930
1.2715,-1.6662
1.2720,-1.8362
1.2725,-2.0026
1.2730,-2.1650
1.2735,-2.3232
1.2740,-2.4769
1.2745,-2.6256
1.2750,-2.7686
1.2755,-2.9055
1.2760,-3.0357
1.2765,-3.1589
1.2770,-3.2749
1.2775,-3.3835
1.2780,-3.4844
1.2785,-3.5772
1.2790,-3.6621
1.2795,-3.7389
1.2800,-3.8072
1.2805,-3.8667
1.2810,-3.9171
1.2815,-3.9581
1.2820,-3.9895
1.2825,-4.0110
1.2830,-4.0224
1.2835,-4.0236
1.2840,-4.0143
1.2845,-3.9944
1.2850,-3.9638
1.2855,-3.9227
1.2860,-3.8713
1.2865,-3.8097
1.2870,-3.7384
1.2875,-3.6572
1.2880,-3.5666
1.2885,-3.4670
1.2890,-3.3588
1.2895,-3.2417
1.2900,-3.1156
1.2905,-2.9806
1.2910,-2.8372
1.2915,-2.6859
1.2920,-2.5270
1.2925,-2.3611
1.2930,-2.1887
1.2935,-2.0104
1.2940,-1.8268
1.2945,-1.6384
1.2950,-1.4455
1.2955,-1.2482
1.2960,-1.0471
1.2965,-0.8429
1.2970,-0.6364
1.2975,-0.4285
1.2980,-0.2198
1.2985,-0.0108
1.2990,0.1981
1.2995,0.4065
1.3000,0.6137
1.3005,0.8191
1.3010,1.0221
1.3015,1.2223
1.3020,1.4189
1.3025,1.6114
1.3030,1.7995
1.3035,1.9826
1.3040,2.1606
1.3045,2.3330
1.3050,2.4996
1.3055,2.6594
1.3060,2.8117
1.3065,2.9558
1.3070,3.0911
1.3075,3.2174
1.3080,3.3346
1.3085,3.4425
1.3090,3.5410
1.3095,3.6299
1.3100,3.7091
1.3105,3.7787
1.3110,3.8385
1.3115,3.8886
1.3120,3.9287
1.3125,3.9589
1.3130,3.9793
1.3135,3.9900
1.3140,3.9913
1.3145,3.9829
1.3150,3.9647
1.3155,3.9365
1.3160,3.8986
1.3165,3.8514
1.3170,3.7953
1.3175,3.7303
1.3180,3.6569
1.3185,3.5754
1.3190,3.4861
1.3195,3.3892
1.3200,3.2849
1.3205,3.1734
1.3210,3.0547
1.3215,2.9289
1.3220,2.7963
1.3225,2.6571
1.3230,2.5121
1.3235,2.3623
1.3240,2.2087
1.3245,2.0513
1.3250,1.8900
1.3255,1.7250
1.3260,1.5565
1.3265,1.3844
1.3270,1.2088
1.3275,1.0299
1.3280,0.8479
1.3285,0.6635
1.3290,0.4775
1.3295,0.2908
1.3300,0.1040
1.3305,-0.0830
1.3310,-0.2699
