Time (s),LD-X (mm)
0.0000,-0.2329
0.0005,-0.4192
0.0010,-0.6042
0.0015,-0.7875
0.0020,-0.9689
0.0025,-1.1486
0.0030,-1.3264
0.0035,-1.5018
0.0040,-1.6743
0.0045,-1.8436
0.0050,-2.0097
0.0055,-2.1723
0.0060,-2.3309
0.0065,-2.4850
0.0070,-2.6336
0.0075,-2.7765
0.0080,-2.9131
0.0085,-3.0432
0.0090,-3.1666
0.0095,-3.2829
0.0100,-3.3917
0.0105,-3.4925
0.0110,-3.5852
0.0115,-3.6697
0.0120,-3.7460
0.0125,-3.8137
0.0130,-3.8726
0.0135,-3.9223
0.0140,-3.9629
0.0145,-3.9941
0.0150,-4.0157
0.0155,-4.0272
0.0160,-4.0282
0.0165,-4.0184
0.0170,-3.9975
0.0175,-3.9658
0.0180,-3.9236
0.0185,-3.8714
0.0190,-3.8094
0.0195,-3.7378
0.0200,-3.6567
0.0205,-3.5661
0.0210,-3.4665
0.0215,-3.3583
0.0220,-3.2413
0.0225,-3.1155
0.0230,-2.9808
0.0235,-2.8376
0.0240,-2.6863
0.0245,-2.5275
0.0250,-2.3617
0.0255,-2.1893
0.0260,-2.0109
0.0265,-1.8270
0.0270,-1.6387
0.0275,-1.4466
0.0280,-1.2510
0.0285,-1.0521
0.0290,-0.8498
0.0295,-0.6444
0.0300,-0.4367
0.0305,-0.2277
0.0310,-0.0184
0.0315,0.1904
0.0320,0.3983
0.0325,0.6047
0.0330,0.8092
0.0335,1.0114
0.0340,1.2109
0.0345,1.4073
0.0350,1.6003
0.0355,1.7890
0.0360,1.9728
0.0365,2.1510
0.0370,2.3232
0.0375,2.4891
0.0380,2.6483
0.0385,2.8003
0.0390,2.9444
0.0395,3.0801
0.0400,3.2069
0.0405,3.3247
0.0410,3.4331
0.0415,3.5317
0.0420,3.6205
0.0425,3.6994
0.0430,3.7687
0.0435,3.8286
0.0440,3.8792
0.0445,3.9204
0.0450,3.9521
0.0455,3.9741
0.0460,3.9863
0.0465,3.9886
0.0470,3.9807
0.0475,3.9629
0.0480,3.9352
0.0485,3.8980
0.0490,3.8517
0.0495,3.7964
0.0500,3.7324
0.0505,3.6601
0.0510,3.5798
0.0515,3.4916
0.0520,3.3955
0.0525,3.2914
0.0530,3.1795
0.0535,3.0601
0.0540,2.9338
0.0545,2.8010
0.0550,2.6624
0.0555,2.5185
0.0560,2.3698
0.0565,2.2167
0.0570,2.0594
0.0575,1.8982
0.0580,1.7334
0.0585,1.5648
0.0590,1.3923
0.0595,1.2157
0.0600,1.0356
0.0605,0.8527
0.0610,0.6677
0.0615,0.4812
0.0620,0.2936
0.0625,0.1055
0.0630,-0.0826
0.0635,-0.2701
0.0640,-0.4565
0.0645,-0.6413
0.0650,-0.8243
0.0655,-1.0057
0.0660,-1.1853
0.0665,-1.3629
0.0670,-1.5378
0.0675,-1.7096
0.0680,-1.8782
0.0685,-2.0438
0.0690,-2.2060
0.0695,-2.3643
0.0700,-2.5176
0.0705,-2.6654
0.0710,-2.8073
0.0715,-2.9431
0.0720,-3.0723
0.0725,-3.1944
0.0730,-3.3090
0.0735,-3.4154
0.0740,-3.5135
0.0745,-3.6037
0.0750,-3.6862
0.0755,-3.7609
0.0760,-3.8272
0.0765,-3.8846
0.0770,-3.9328
0.0775,-3.9715
0.0780,-4.0002
0.0785,-4.0187
0.0790,-4.0269
0.0795,-4.0245
0.0800,-4.0117
0.0805,-3.9885
0.0810,-3.9550
0.0815,-3.9112
0.0820,-3.8571
0.0825,-3.7926
0.0830,-3.7180
0.0835,-3.6337
0.0840,-3.5402
0.0845,-3.4378
0.0850,-3.3265
0.0855,-3.2062
0.0860,-3.0769
0.0865,-2.9389
0.0870,-2.7928
0.0875,-2.6391
0.0880,-2.4783
0.0885,-2.3109
0.0890,-2.1376
0.0895,-1.9587
0.0900,-1.7747
0.0905,-1.5862
0.0910,-1.3933
0.0915,-1.1963
0.0920,-0.9953
0.0925,-0.7910
0.0930,-0.5843
0.0935,-0.3761
0.0940,-0.1675
0.0945,0.0409
0.0950,0.2490
0.0955,0.4563
0.0960,0.6622
0.0965,0.8662
0.0970,1.0674
0.0975,1.2654
0.0980,1.4596
0.0985,1.6498
0.0990,1.8355
0.0995,2.0164
0.1000,2.1921
0.1005,2.3626
0.1010,2.5276
0.1015,2.6862
0.1020,2.8375
0.1025,2.9807
0.1030,3.1150
0.1035,3.2399
0.1040,3.3550
0.1045,3.4604
0.1050,3.5563
0.1055,3.6428
0.1060,3.7198
0.1065,3.7873
0.1070,3.8450
0.1075,3.8929
0.1080,3.9312
0.1085,3.9600
0.1090,3.9793
0.1095,3.9890
0.1100,3.9887
0.1105,3.9783
0.1110,3.9579
0.1115,3.9277
0.1120,3.8879
0.1125,3.8387
0.1130,3.7805
0.1135,3.7135
0.1140,3.6384
0.1145,3.5557
0.1150,3.4656
0.1155,3.3680
0.1160,3.2629
0.1165,3.1500
0.1170,3.0294
0.1175,2.9015
0.1180,2.7669
0.1185,2.6261
0.1190,2.4797
0.1195,2.3284
0.1200,2.1728
0.1205,2.0130
0.1210,1.8497
0.1215,1.6831
0.1220,1.5131
0.1225,1.3396
0.1230,1.1625
0.1235,0.9820
0.1240,0.7989
0.1245,0.6136
0.1250,0.4269
0.1255,0.2392
0.1260,0.0514
0.1265,-0.1361
0.1270,-0.3227
0.1275,-0.5081
0.1280,-0.6921
0.1285,-0.8744
0.1290,-1.0550
0.1295,-1.2339
0.1300,-1.4106
0.1305,-1.5848
0.1310,-1.7561
0.1315,-1.9243
0.1320,-2.0893
0.1325,-2.2505
0.1330,-2.4071
0.1335,-2.5586
0.1340,-2.7045
0.1345,-2.8442
0.1350,-2.9777
0.1355,-3.1044
0.1360,-3.2241
0.1365,-3.3364
0.1370,-3.4409
0.1375,-3.5374
0.1380,-3.6261
0.1385,-3.7067
0.1390,-3.7789
0.1395,-3.8424
0.1400,-3.8969
0.1405,-3.9423
0.1410,-3.9786
0.1415,-4.0054
0.1420,-4.0223
0.1425,-4.0287
0.1430,-4.0242
0.1435,-4.0087
0.1440,-3.9824
0.1445,-3.9455
0.1450,-3.8985
0.1455,-3.8416
0.1460,-3.7748
0.1465,-3.6981
0.1470,-3.6118
0.1475,-3.5164
0.1480,-3.4122
0.1485,-3.2994
0.1490,-3.1777
0.1495,-3.0469
0.1500,-2.9077
0.1505,-2.7606
0.1510,-2.6060
0.1515,-2.4443
0.1520,-2.2759
0.1525,-2.1010
0.1530,-1.9203
0.1535,-1.7344
0.1540,-1.5441
0.1545,-1.3498
0.1550,-1.1519
0.1555,-0.9506
0.1560,-0.7462
0.1565,-0.5394
0.1570,-0.3309
0.1575,-0.1218
0.1580,0.0872
0.1585,0.2956
0.1590,0.5029
0.1595,0.7085
0.1600,0.9120
0.1605,1.1129
0.1610,1.3106
0.1615,1.5048
0.1620,1.6951
0.1625,1.8812
0.1630,2.0622
0.1635,2.2378
0.1640,2.4072
0.1645,2.5701
0.1650,2.7260
0.1655,2.8741
0.1660,3.0141
0.1665,3.1454
0.1670,3.2676
0.1675,3.3805
0.1680,3.4839
0.1685,3.5778
0.1690,3.6620
0.1695,3.7367
0.1700,3.8017
0.1705,3.8570
0.1710,3.9025
0.1715,3.9385
0.1720,3.9651
0.1725,3.9822
0.1730,3.9895
0.1735,3.9868
0.1740,3.9741
0.1745,3.9515
0.1750,3.9194
0.1755,3.8781
0.1760,3.8277
0.1765,3.7683
0.1770,3.7002
0.1775,3.6239
0.1780,3.5397
0.1785,3.4478
0.1790,3.3480
0.1795,3.2404
0.1800,3.1250
0.1805,3.0023
0.1810,2.8730
0.1815,2.7376
0.1820,2.5964
0.1825,2.4499
0.1830,2.2987
0.1835,2.1433
0.1840,1.9841
0.1845,1.8215
0.1850,1.6553
0.1855,1.4853
0.1860,1.3112
0.1865,1.1331
0.1870,0.9516
0.1875,0.7676
0.1880,0.5816
0.1885,0.3944
0.1890,0.2064
0.1895,0.0182
0.1900,-0.1699
0.1905,-0.3571
0.1910,-0.5429
0.1915,-0.7271
0.1920,-0.9096
0.1925,-1.0903
0.1930,-1.2689
0.1935,-1.4449
0.1940,-1.6181
0.1945,-1.7882
0.1950,-1.9554
0.1955,-2.1195
0.1960,-2.2800
0.1965,-2.4361
0.1970,-2.5871
0.1975,-2.7323
0.1980,-2.8714
0.1985,-3.0043
0.1990,-3.1305
0.1995,-3.2496
0.2000,-3.3610
0.2005,-3.4640
0.2010,-3.5587
0.2015,-3.6452
0.2020,-3.7237
0.2025,-3.7940
0.2030,-3.8554
0.2035,-3.9076
0.2040,-3.9506
0.2045,-3.9842
0.2050,-4.0084
0.2055,-4.0227
0.2060,-4.0265
0.2065,-4.0193
0.2070,-4.0011
0.2075,-3.9722
0.2080,-3.9329
0.2085,-3.8833
0.2090,-3.8234
0.2095,-3.7532
0.2100,-3.6734
0.2105,-3.5846
0.2110,-3.4870
0.2115,-3.3805
0.2120,-3.2650
0.2125,-3.1401
0.2130,-3.0058
0.2135,-2.8630
0.2140,-2.7123
0.2145,-2.5541
0.2150,-2.3890
0.2155,-2.2177
0.2160,-2.0406
0.2165,-1.8581
0.2170,-1.6710
0.2175,-1.4798
0.2180,-1.2846
0.2185,-1.0856
0.2190,-0.8832
0.2195,-0.6779
0.2200,-0.4705
0.2205,-0.2619
0.2210,-0.0530
0.2215,0.1557
0.2220,0.3636
0.2225,0.5703
0.2230,0.7751
0.2235,0.9775
0.2240,1.1770
0.2245,1.3732
0.2250,1.5657
0.2255,1.7543
0.2260,1.9382
0.2265,2.1169
0.2270,2.2901
0.2275,2.4576
0.2280,2.6186
0.2285,2.7725
0.2290,2.9187
0.2295,3.0565
0.2300,3.1854
0.2305,3.3051
0.2310,3.4152
0.2315,3.5155
0.2320,3.6058
0.2325,3.6863
0.2330,3.7574
0.2335,3.8193
0.2340,3.8719
0.2345,3.9149
0.2350,3.9486
0.2355,3.9728
0.2360,3.9875
0.2365,3.9923
0.2370,3.9871
0.2375,3.9716
0.2380,3.9461
0.2385,3.9108
0.2390,3.8660
0.2395,3.8119
0.2400,3.7490
0.2405,3.6779
0.2410,3.5993
0.2415,3.5131
0.2420,3.4193
0.2425,3.3175
0.2430,3.2080
0.2435,3.0909
0.2440,2.9666
0.2445,2.8357
0.2450,2.6984
0.2455,2.5553
0.2460,2.4072
0.2465,2.2548
0.2470,2.0985
0.2475,1.9381
0.2480,1.7737
0.2485,1.6056
0.2490,1.4337
0.2495,1.2583
0.2500,1.0797
0.2505,0.8985
0.2510,0.7150
0.2515,0.5296
0.2520,0.3426
0.2525,0.1548
0.2530,-0.0331
0.2535,-0.2204
0.2540,-0.4066
0.2545,-0.5912
0.2550,-0.7740
0.2555,-0.9551
0.2560,-1.1344
0.2565,-1.3120
0.2570,-1.4874
0.2575,-1.6604
0.2580,-1.8305
0.2585,-1.9975
0.2590,-2.1609
0.2595,-2.3201
0.2600,-2.4744
0.2605,-2.6233
0.2610,-2.7665
0.2615,-2.9036
0.2620,-3.0341
0.2625,-3.1577
0.2630,-3.2739
0.2635,-3.3826
0.2640,-3.4836
0.2645,-3.5766
0.2650,-3.6617
0.2655,-3.7387
0.2660,-3.8072
0.2665,-3.8669
0.2670,-3.9175
0.2675,-3.9589
0.2680,-3.9906
0.2685,-4.0124
0.2690,-4.0240
0.2695,-4.0252
0.2700,-4.0160
0.2705,-3.9960
0.2710,-3.9652
0.2715,-3.9238
0.2720,-3.8722
0.2725,-3.8105
0.2730,-3.7388
0.2735,-3.6572
0.2740,-3.5662
0.2745,-3.4661
0.2750,-3.3573
0.2755,-3.2398
0.2760,-3.1133
0.2765,-2.9778
0.2770,-2.8341
0.2775,-2.6828
0.2780,-2.5245
0.2785,-2.3596
0.2790,-2.1883
0.2795,-2.0109
0.2800,-1.8277
0.2805,-1.6394
0.2810,-1.4467
0.2815,-1.2499
0.2820,-1.0492
0.2825,-0.8452
0.2830,-0.6387
0.2835,-0.4305
0.2840,-0.2215
0.2845,-0.0125
0.2850,0.1964
0.2855,0.4048
0.2860,0.6121
0.2865,0.8176
0.2870,1.0205
0.2875,1.2201
0.2880,1.4159
0.2885,1.6078
0.2890,1.7955
0.2895,1.9784
0.2900,2.1560
0.2905,2.3278
0.2910,2.4937
0.2915,2.6532
0.2920,2.8057
0.2925,2.9504
0.2930,3.0865
0.2935,3.2134
0.2940,3.3308
0.2945,3.4386
0.2950,3.5369
0.2955,3.6255
0.2960,3.7046
0.2965,3.7741
0.2970,3.8340
0.2975,3.8844
0.2980,3.9251
0.2985,3.9563
0.2990,3.9776
0.2995,3.9890
0.3000,3.9905
0.3005,3.9822
0.3010,3.9641
0.3015,3.9366
0.3020,3.8997
0.3025,3.8535
0.3030,3.7981
0.3035,3.7336
0.3040,3.6605
0.3045,3.5795
0.3050,3.4911
0.3055,3.3952
0.3060,3.2919
0.3065,3.1809
0.3070,3.0624
0.3075,2.9369
0.3080,2.8048
0.3085,2.6666
0.3090,2.5225
0.3095,2.3731
0.3100,2.2192
0.3105,2.0614
0.3110,1.9000
0.3115,1.7351
0.3120,1.5666
0.3125,1.3942
0.3130,1.2181
0.3135,1.0388
0.3140,0.8568
0.3145,0.6726
0.3150,0.4864
0.3155,0.2988
0.3160,0.1106
0.3165,-0.0775
0.3170,-0.2650
0.3175,-0.4513
0.3180,-0.6364
0.3185,-0.8199
0.3190,-1.0015
0.3195,-1.1812
0.3200,-1.3586
0.3205,-1.5334
0.3210,-1.7053
0.3215,-1.8742
0.3220,-2.0400
0.3225,-2.2024
0.3230,-2.3609
0.3235,-2.5146
0.3240,-2.6631
0.3245,-2.8057
0.3250,-2.9420
0.3255,-3.0715
0.3260,-3.1939
0.3265,-3.3087
0.3270,-3.4158
0.3275,-3.5150
0.3280,-3.6061
0.3285,-3.6893
0.3290,-3.7642
0.3295,-3.8303
0.3300,-3.8871
0.3305,-3.9347
0.3310,-3.9731
0.3315,-4.0024
0.3320,-4.0221
0.3325,-4.0317
0.3330,-4.0306
0.3335,-4.0184
0.3340,-3.9952
0.3345,-3.9610
0.3350,-3.9162
0.3355,-3.8611
0.3360,-3.7960
0.3365,-3.7212
0.3370,-3.6371
0.3375,-3.5439
0.3380,-3.4417
0.3385,-3.3305
0.3390,-3.2101
0.3395,-3.0805
0.3400,-2.9423
0.3405,-2.7961
0.3410,-2.6422
0.3415,-2.4811
0.3420,-2.3130
0.3425,-2.1385
0.3430,-1.9582
0.3435,-1.7728
0.3440,-1.5830
0.3445,-1.3895
0.3450,-1.1923
0.3455,-0.9919
0.3460,-0.7884
0.3465,-0.5825
0.3470,-0.3747
0.3475,-0.1660
0.3480,0.0430
0.3485,0.2518
0.3490,0.4596
0.3495,0.6655
0.3500,0.8689
0.3505,1.0694
0.3510,1.2668
0.3515,1.4610
0.3520,1.6516
0.3525,1.8381
0.3530,2.0198
0.3535,2.1963
0.3540,2.3672
0.3545,2.5320
0.3550,2.6900
0.3555,2.8403
0.3560,2.9823
0.3565,3.1154
0.3570,3.2394
0.3575,3.3540
0.3580,3.4590
0.3585,3.5543
0.3590,3.6398
0.3595,3.7157
0.3600,3.7821
0.3605,3.8390
0.3610,3.8864
0.3615,3.9245
0.3620,3.9533
0.3625,3.9726
0.3630,3.9821
0.3635,3.9817
0.3640,3.9713
0.3645,3.9508
0.3650,3.9205
0.3655,3.8806
0.3660,3.8312
0.3665,3.7729
0.3670,3.7061
0.3675,3.6315
0.3680,3.5494
0.3685,3.4596
0.3690,3.3620
0.3695,3.2563
0.3700,3.1427
0.3705,3.0216
0.3710,2.8935
0.3715,2.7589
0.3720,2.6185
0.3725,2.4729
0.3730,2.3231
0.3735,2.1695
0.3740,2.0122
0.3745,1.8510
0.3750,1.6859
0.3755,1.5169
0.3760,1.3439
0.3765,1.1671
0.3770,0.9872
0.3775,0.8046
0.3780,0.6201
0.3785,0.4339
0.3790,0.2466
0.3795,0.0588
0.3800,-0.1288
0.3805,-0.3156
0.3810,-0.5010
0.3815,-0.6847
0.3820,-0.8665
0.3825,-1.0467
0.3830,-1.2251
0.3835,-1.4015
0.3840,-1.5754
0.3845,-1.7465
0.3850,-1.9148
0.3855,-2.0799
0.3860,-2.2412
0.3865,-2.3981
0.3870,-2.5500
0.3875,-2.6963
0.3880,-2.8367
0.3885,-2.9709
0.3890,-3.0985
0.3895,-3.2190
0.3900,-3.3319
0.3905,-3.4371
0.3910,-3.5343
0.3915,-3.6235
0.3920,-3.7049
0.3925,-3.7781
0.3930,-3.8428
0.3935,-3.8984
0.3940,-3.9446
0.3945,-3.9813
0.3950,-4.0082
0.3955,-4.0248
0.3960,-4.0309
0.3965,-4.0264
0.3970,-4.0115
0.3975,-3.9861
0.3980,-3.9506
0.3985,-3.9049
0.3990,-3.8488
0.3995,-3.7823
0.4000,-3.7057
0.4005,-3.6195
0.4010,-3.5241
0.4015,-3.4199
0.4020,-3.3070
0.4025,-3.1850
0.4030,-3.0538
0.4035,-2.9139
0.4040,-2.7662
0.4045,-2.6110
0.4050,-2.4487
0.4055,-2.2797
0.4060,-2.1045
0.4065,-1.9238
0.4070,-1.7382
0.4075,-1.5483
0.4080,-1.3540
0.4085,-1.1554
0.4090,-0.9526
0.4095,-0.7465
0.4100,-0.5380
0.4105,-0.3284
0.4110,-0.1186
0.4115,0.0908
0.4120,0.2997
0.4125,0.5078
0.4130,0.7144
0.4135,0.9190
0.4140,1.1209
0.4145,1.3195
0.4150,1.5143
0.4155,1.7047
0.4160,1.8901
0.4165,2.0702
0.4170,2.2445
0.4175,2.4130
0.4180,2.5755
0.4185,2.7316
0.4190,2.8805
0.4195,3.0214
0.4200,3.1534
0.4205,3.2758
0.4210,3.3884
0.4215,3.4912
0.4220,3.5843
0.4225,3.6677
0.4230,3.7415
0.4235,3.8060
0.4240,3.8610
0.4245,3.9067
0.4250,3.9429
0.4255,3.9694
0.4260,3.9860
0.4265,3.9924
0.4270,3.9887
0.4275,3.9750
0.4280,3.9515
0.4285,3.9185
0.4290,3.8763
0.4295,3.8250
0.4300,3.7647
0.4305,3.6956
0.4310,3.6182
0.4315,3.5331
0.4320,3.4406
0.4325,3.3408
0.4330,3.2335
0.4335,3.1189
0.4340,2.9972
0.4345,2.8686
0.4350,2.7334
0.4355,2.5921
0.4360,2.4452
0.4365,2.2935
0.4370,2.1377
0.4375,1.9781
0.4380,1.8150
0.4385,1.6484
0.4390,1.4781
0.4395,1.3040
0.4400,1.1262
0.4405,0.9455
0.4410,0.7623
0.4415,0.5771
0.4420,0.3902
0.4425,0.2024
0.4430,0.0145
0.4435,-0.1729
0.4440,-0.3594
0.4445,-0.5447
0.4450,-0.7287
0.4455,-0.9108
0.4460,-1.0910
0.4465,-1.2690
0.4470,-1.4445
0.4475,-1.6174
0.4480,-1.7873
0.4485,-1.9544
0.4490,-2.1184
0.4495,-2.2787
0.4500,-2.4346
0.4505,-2.5856
0.4510,-2.7309
0.4515,-2.8702
0.4520,-3.0029
0.4525,-3.1284
0.4530,-3.2463
0.4535,-3.3565
0.4540,-3.4589
0.4545,-3.5537
0.4550,-3.6409
0.4555,-3.7201
0.4560,-3.7910
0.4565,-3.8530
0.4570,-3.9055
0.4575,-3.9487
0.4580,-3.9826
0.4585,-4.0073
0.4590,-4.0221
0.4595,-4.0267
0.4600,-4.0207
0.4605,-4.0037
0.4610,-3.9756
0.4615,-3.9366
0.4620,-3.8868
0.4625,-3.8266
0.4630,-3.7563
0.4635,-3.6765
0.4640,-3.5878
0.4645,-3.4901
0.4650,-3.3835
0.4655,-3.2678
0.4660,-3.1428
0.4665,-3.0088
0.4670,-2.8666
0.4675,-2.7167
0.4680,-2.5596
0.4685,-2.3958
0.4690,-2.2256
0.4695,-2.0493
0.4700,-1.8672
0.4705,-1.6800
0.4710,-1.4882
0.4715,-1.2923
0.4720,-1.0927
0.4725,-0.8900
0.4730,-0.6846
0.4735,-0.4771
0.4740,-0.2683
0.4745,-0.0589
0.4750,0.1504
0.4755,0.3591
0.4760,0.5662
0.4765,0.7711
0.4770,0.9732
0.4775,1.1721
0.4780,1.3677
0.4785,1.5599
0.4790,1.7484
0.4795,1.9326
0.4800,2.1119
0.4805,2.2859
0.4810,2.4540
0.4815,2.6158
0.4820,2.7705
0.4825,2.9173
0.4830,3.0554
0.4835,3.1845
0.4840,3.3043
0.4845,3.4148
0.4850,3.5156
0.4855,3.6067
0.4860,3.6881
0.4865,3.7598
0.4870,3.8218
0.4875,3.8739
0.4880,3.9163
0.4885,3.9493
0.4890,3.9728
0.4895,3.9866
0.4900,3.9906
0.4905,3.9846
0.4910,3.9687
0.4915,3.9431
0.4920,3.9078
0.4925,3.8631
0.4930,3.8091
0.4935,3.7462
0.4940,3.6752
0.4945,3.5967
0.4950,3.5110
0.4955,3.4176
0.4960,3.3161
0.4965,3.2065
0.4970,3.0889
0.4975,2.9641
0.4980,2.8325
0.4985,2.6946
0.4990,2.5508
0.4995,2.4020
0.5000,2.2491
0.5005,2.0927
0.5010,1.9327
0.5015,1.7692
0.5020,1.6019
0.5025,1.4309
0.5030,1.2560
0.5035,1.0778
0.5040,0.8968
0.5045,0.7134
0.5050,0.5281
0.5055,0.3414
0.5060,0.1540
0.5065,-0.0336
0.5070,-0.2207
0.5075,-0.4069
0.5080,-0.5917
0.5085,-0.7748
0.5090,-0.9562
0.5095,-1.1357
0.5100,-1.3132
0.5105,-1.4883
0.5110,-1.6609
0.5115,-1.8306
0.5120,-1.9973
0.5125,-2.1604
0.5130,-2.3196
0.5135,-2.4740
0.5140,-2.6231
0.5145,-2.7665
0.5150,-2.9037
0.5155,-3.0346
0.5160,-3.1586
0.5165,-3.2755
0.5170,-3.3849
0.5175,-3.4866
0.5180,-3.5802
0.5185,-3.6656
0.5190,-3.7426
0.5195,-3.8109
0.5200,-3.8702
0.5205,-3.9204
0.5210,-3.9617
0.5215,-3.9937
0.5220,-4.0160
0.5225,-4.0280
0.5230,-4.0294
0.5235,-4.0200
0.5240,-3.9998
0.5245,-3.9688
0.5250,-3.9274
0.5255,-3.8757
0.5260,-3.8138
0.5265,-3.7422
0.5270,-3.6610
0.5275,-3.5706
0.5280,-3.4714
0.5285,-3.3633
0.5290,-3.2462
0.5295,-3.1199
0.5300,-2.9850
0.5305,-2.8417
0.5310,-2.6905
0.5315,-2.5315
0.5320,-2.3653
0.5325,-2.1924
0.5330,-2.0135
0.5335,-1.8297
0.5340,-1.6414
0.5345,-1.4491
0.5350,-1.2528
0.5355,-1.0527
0.5360,-0.8491
0.5365,-0.6425
0.5370,-0.4339
0.5375,-0.2242
0.5380,-0.0143
0.5385,0.1952
0.5390,0.4037
0.5395,0.6109
0.5400,0.8162
0.5405,1.0194
0.5410,1.2197
0.5415,1.4166
0.5420,1.6094
0.5425,1.7976
0.5430,1.9808
0.5435,2.1585
0.5440,2.3304
0.5445,2.4962
0.5450,2.6554
0.5455,2.8075
0.5460,2.9519
0.5465,3.0879
0.5470,3.2150
0.5475,3.3326
0.5480,3.4405
0.5485,3.5385
0.5490,3.6267
0.5495,3.7051
0.5500,3.7739
0.5505,3.8332
0.5510,3.8830
0.5515,3.9236
0.5520,3.9549
0.5525,3.9768
0.5530,3.9888
0.5535,3.9907
0.5540,3.9824
0.5545,3.9640
0.5550,3.9358
0.5555,3.8981
0.5560,3.8511
0.5565,3.7949
0.5570,3.7298
0.5575,3.6564
0.5580,3.5752
0.5585,3.4863
0.5590,3.3897
0.5595,3.2852
0.5600,3.1731
0.5605,3.0538
0.5610,2.9279
0.5615,2.7957
0.5620,2.6575
0.5625,2.5138
0.5630,2.3649
0.5635,2.2116
0.5640,2.0542
0.5645,1.8929
0.5650,1.7280
0.5655,1.5592
0.5660,1.3865
0.5665,1.2102
0.5670,1.0308
0.5675,0.8490
0.5680,0.6652
0.5685,0.4796
0.5690,0.2924
0.5695,0.1045
0.5700,-0.0835
0.5705,-0.2707
0.5710,-0.4567
0.5715,-0.6412
0.5720,-0.8241
0.5725,-1.0052
0.5730,-1.1843
0.5735,-1.3609
0.5740,-1.5348
0.5745,-1.7059
0.5750,-1.8742
0.5755,-2.0397
0.5760,-2.2018
0.5765,-2.3596
0.5770,-2.5125
0.5775,-2.6601
0.5780,-2.8021
0.5785,-2.9378
0.5790,-3.0667
0.5795,-3.1884
0.5800,-3.3025
0.5805,-3.4089
0.5810,-3.5077
0.5815,-3.5988
0.5820,-3.6820
0.5825,-3.7570
0.5830,-3.8233
0.5835,-3.8805
0.5840,-3.9286
0.5845,-3.9672
0.5850,-3.9963
0.5855,-4.0157
0.5860,-4.0250
0.5865,-4.0239
0.5870,-4.0122
0.5875,-3.9896
0.5880,-3.9560
0.5885,-3.9117
0.5890,-3.8569
0.5895,-3.7921
0.5900,-3.7174
0.5905,-3.6333
0.5910,-3.5402
0.5915,-3.4383
0.5920,-3.3271
0.5925,-3.2065
0.5930,-3.0767
0.5935,-2.9385
0.5940,-2.7924
0.5945,-2.6389
0.5950,-2.4781
0.5955,-2.3108
0.5960,-2.1374
0.5965,-1.9584
0.5970,-1.7742
0.5975,-1.5852
0.5980,-1.3917
0.5985,-1.1940
0.5990,-0.9927
0.5995,-0.7884
0.6000,-0.5819
0.6005,-0.3739
0.6010,-0.1652
0.6015,0.0440
0.6020,0.2529
0.6025,0.4610
0.6030,0.6672
0.6035,0.8710
0.6040,1.0720
0.6045,1.2699
0.6050,1.4644
0.6055,1.6550
0.6060,1.8413
0.6065,2.0227
0.6070,2.1989
0.6075,2.3698
0.6080,2.5348
0.6085,2.6933
0.6090,2.8446
0.6095,2.9878
0.6100,3.1222
0.6105,3.2473
0.6110,3.3628
0.6115,3.4684
0.6120,3.5642
0.6125,3.6502
0.6130,3.7267
0.6135,3.7937
0.6140,3.8512
0.6145,3.8992
0.6150,3.9377
0.6155,3.9664
0.6160,3.9852
0.6165,3.9939
0.6170,3.9926
0.6175,3.9813
0.6180,3.9602
0.6185,3.9295
0.6190,3.8893
0.6195,3.8399
0.6200,3.7816
0.6205,3.7147
0.6210,3.6396
0.6215,3.5567
0.6220,3.4660
0.6225,3.3678
0.6230,3.2621
0.6235,3.1487
0.6240,3.0281
0.6245,2.9004
0.6250,2.7661
0.6255,2.6258
0.6260,2.4799
0.6265,2.3290
0.6270,2.1736
0.6275,2.0143
0.6280,1.8516
0.6285,1.6855
0.6290,1.5160
0.6295,1.3430
0.6300,1.1668
0.6305,0.9876
0.6310,0.8058
0.6315,0.6216
0.6320,0.4356
0.6325,0.2485
0.6330,0.0610
0.6335,-0.1262
0.6340,-0.3125
0.6345,-0.4977
0.6350,-0.6816
0.6355,-0.8640
0.6360,-1.0448
0.6365,-1.2236
0.6370,-1.4003
0.6375,-1.5746
0.6380,-1.7461
0.6385,-1.9146
0.6390,-2.0795
0.6395,-2.2406
0.6400,-2.3973
0.6405,-2.5492
0.6410,-2.6956
0.6415,-2.8361
0.6420,-2.9700
0.6425,-3.0970
0.6430,-3.2169
0.6435,-3.3294
0.6440,-3.4343
0.6445,-3.5315
0.6450,-3.6209
0.6455,-3.7024
0.6460,-3.7756
0.6465,-3.8400
0.6470,-3.8952
0.6475,-3.9410
0.6480,-3.9773
0.6485,-4.0041
0.6490,-4.0212
0.6495,-4.0282
0.6500,-4.0246
0.6505,-4.0102
0.6510,-3.9850
0.6515,-3.9494
0.6520,-3.9032
0.6525,-3.8466
0.6530,-3.7798
0.6535,-3.7034
0.6540,-3.6178
0.6545,-3.5231
0.6550,-3.4196
0.6555,-3.3072
0.6560,-3.1855
0.6565,-3.0548
0.6570,-2.9158
0.6575,-2.7689
0.6580,-2.6144
0.6585,-2.4526
0.6590,-2.2838
0.6595,-2.1084
0.6600,-1.9271
0.6605,-1.7408
0.6610,-1.5500
0.6615,-1.3551
0.6620,-1.1565
0.6625,-0.9543
0.6630,-0.7492
0.6635,-0.5419
0.6640,-0.3331
